Genus,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
Commensalibacter,3.747 ,0.938 ,0.526 ,1.784 ,7.44E-02,1.70E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae
Laspeyria,119.951 ,0.937 ,0.526 ,1.783 ,7.46E-02,1.71E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Noctuoidea>Noctuidae>Catocalinae
Methylomonas,204.459 ,0.937 ,0.423 ,2.217 ,2.66E-02,7.54E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae
Acidovorax,16807.377 ,0.937 ,0.358 ,2.620 ,8.80E-03,3.10E-02,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae
Ignisphaera,0.522 ,0.933 ,1.009 ,0.925 ,3.55E-01,5.19E-01,Archaea>TACK group>Crenarchaeota>Thermoprotei>Desulfurococcales>Desulfurococcaceae
Mamestra,109.661 ,0.933 ,0.497 ,1.877 ,6.05E-02,1.45E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Noctuoidea>Noctuidae>Hadeninae
Alphainfluenzavirus,2.008 ,0.933 ,0.651 ,1.434 ,1.52E-01,2.86E-01,Viruses>Riboviria>Orthornavirae>Negarnaviricota>Polyploviricotina>Insthoviricetes>Articulavirales>Orthomyxoviridae
Qipengyuania,119.015 ,0.932 ,0.383 ,2.431 ,1.51E-02,4.77E-02,Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae
Gardnerella,35.514 ,0.931 ,0.446 ,2.086 ,3.69E-02,9.77E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Bifidobacteriales>Bifidobacteriaceae
Sulfurifustis,13.857 ,0.930 ,0.451 ,2.063 ,3.91E-02,1.02E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae
Bremerella,12.037 ,0.929 ,0.414 ,2.244 ,2.48E-02,7.11E-02,Bacteria>PVC group>Planctomycetes>Planctomycetia>Pirellulales>Pirellulaceae
Chryseolinea,21.161 ,0.928 ,0.395 ,2.351 ,1.87E-02,5.70E-02,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Cytophagia>Cytophagales>Fulvivirgaceae
Heterostelium,5.457 ,0.925 ,0.480 ,1.929 ,5.38E-02,1.33E-01,Eukaryota>Amoebozoa>Evosea>Eumycetozoa>Dictyostelia>Acytosteliales>Acytosteliaceae
Musa,22.242 ,0.925 ,0.403 ,2.294 ,2.18E-02,6.47E-02,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Zingiberales>Musaceae
Sulfuricaulis,16.018 ,0.925 ,0.414 ,2.234 ,2.55E-02,7.25E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae
Trachymyrmex,9.328 ,0.925 ,0.488 ,1.895 ,5.81E-02,1.41E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Aculeata>Formicoidea>Formicidae>Myrmicinae>Attini
Gracilaria,1.317 ,0.924 ,0.736 ,1.256 ,2.09E-01,3.60E-01,Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Gracilariales>Gracilariaceae
Polynucleobacter,220.881 ,0.924 ,0.379 ,2.437 ,1.48E-02,4.70E-02,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae
Deilephila,103.145 ,0.922 ,0.592 ,1.558 ,1.19E-01,2.42E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Bombycoidea>Sphingidae>Macroglossinae>Macroglossini
Aeoliella,6.469 ,0.920 ,0.428 ,2.151 ,3.15E-02,8.65E-02,Bacteria>PVC group>Planctomycetes>Planctomycetia>Pirellulales>Lacipirellulaceae
Candidatus_Moranella,2.139 ,0.920 ,0.615 ,1.495 ,1.35E-01,2.65E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae
Pocillopora,7.671 ,0.919 ,0.499 ,1.842 ,6.55E-02,1.54E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Astrocoeniina>Pocilloporidae
Crenobacter,17.621 ,0.919 ,0.419 ,2.192 ,2.84E-02,7.89E-02,Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae
Methylovulum,19.081 ,0.918 ,0.359 ,2.555 ,1.06E-02,3.61E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae
Gossypium,305.129 ,0.918 ,0.466 ,1.968 ,4.91E-02,1.23E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>rosids>malvids>Malvales>Malvaceae>Malvoideae
Ceratosolen,5.714 ,0.916 ,0.474 ,1.934 ,5.32E-02,1.31E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Parasitoida>Chalcidoidea>Agaonidae>Agaoninae
Candidatus_Nitrosocosmicus,31.918 ,0.915 ,0.507 ,1.804 ,7.12E-02,1.64E-01,Archaea>TACK group>Thaumarchaeota>Nitrososphaeria>Nitrososphaerales>Nitrososphaeraceae
Cyclospora,1.947 ,0.914 ,0.629 ,1.454 ,1.46E-01,2.79E-01,Eukaryota>Sar>Alveolata>Apicomplexa>Conoidasida>Coccidia>Eucoccidiorida>Eimeriorina>Eimeriidae
Crateriforma,6.660 ,0.913 ,0.493 ,1.853 ,6.39E-02,1.51E-01,Bacteria>PVC group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae
Diabelia,23.454 ,0.912 ,1.058 ,0.862 ,3.89E-01,5.52E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>asterids>campanulids>Dipsacales>Caprifoliaceae
Acaryochloris,3.763 ,0.912 ,0.572 ,1.596 ,1.11E-01,2.30E-01,Bacteria>Terrabacteria group>Cyanobacteria/Melainabacteria group>Cyanobacteria>Synechococcales>Acaryochloridaceae
Hermetia,15.650 ,0.911 ,0.539 ,1.689 ,9.11E-02,1.99E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Diptera>Brachycera>Stratiomyomorpha>Stratiomyidae>Hermetiinae
Methylibium,172.953 ,0.911 ,0.410 ,2.219 ,2.65E-02,7.51E-02,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiales genera incertae sedis
Blattella,271.789 ,0.908 ,0.800 ,1.135 ,2.56E-01,4.16E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Polyneoptera>Dictyoptera>Blattodea>Blaberoidea>Ectobiidae>Blattellinae
Thiomicrospira,30.553 ,0.908 ,0.481 ,1.890 ,5.88E-02,1.41E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae
Sulfuritalea,48.980 ,0.907 ,0.488 ,1.857 ,6.33E-02,1.50E-01,Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Sterolibacteriaceae
Desulfurococcus,0.596 ,0.907 ,0.920 ,0.987 ,3.24E-01,4.87E-01,Archaea>TACK group>Crenarchaeota>Thermoprotei>Desulfurococcales>Desulfurococcaceae
Candidatus_Solibacter,10.295 ,0.907 ,0.423 ,2.147 ,3.18E-02,8.72E-02,Bacteria>Acidobacteria>Acidobacteriia>Bryobacterales>Solibacteraceae
Ananas,109.866 ,0.906 ,0.491 ,1.845 ,6.51E-02,1.53E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Poales>Bromeliaceae>Bromelioideae
Eurytemora,12.587 ,0.906 ,0.535 ,1.694 ,9.02E-02,1.98E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Multicrustacea>Hexanauplia>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Temoridae
Gemella,109.666 ,0.905 ,0.344 ,2.633 ,8.46E-03,3.00E-02,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Bacillales>Bacillales incertae sedis>Bacillales Family XI. Incertae Sedis
Helobdella,7.528 ,0.905 ,0.493 ,1.835 ,6.65E-02,1.56E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Annelida>Clitellata>Hirudinea>Rhynchobdellida>Glossiphoniidae
Pseudoleptotrichia,11.436 ,0.904 ,0.605 ,1.494 ,1.35E-01,2.65E-01,Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae
Sphaeroforma,6.683 ,0.904 ,0.489 ,1.846 ,6.49E-02,1.53E-01,Eukaryota>Opisthokonta>Ichthyosporea>Ichthyophonida
Pararge,126.420 ,0.904 ,0.578 ,1.563 ,1.18E-01,2.41E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Papilionoidea>Nymphalidae>Satyrinae>Satyrini>Parargina
Batrachochytrium,2.815 ,0.904 ,0.478 ,1.890 ,5.87E-02,1.41E-01,Eukaryota>Opisthokonta>Fungi>Fungi incertae sedis>Chytridiomycota>Chytridiomycota incertae sedis>Chytridiomycetes>Rhizophydiales>Rhizophydiales incertae sedis
Methylacidimicrobium,3.559 ,0.903 ,0.583 ,1.549 ,1.21E-01,2.46E-01,Bacteria>PVC group>Verrucomicrobia>Verrucomicrobia incertae sedis
Fimbriimonas,4.920 ,0.903 ,0.476 ,1.898 ,5.77E-02,1.40E-01,Bacteria>Terrabacteria group>Armatimonadetes>Fimbriimonadia>Fimbriimonadales>Fimbriimonadaceae
Momordica,7.437 ,0.900 ,0.461 ,1.951 ,5.10E-02,1.27E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>rosids>fabids>Cucurbitales>Cucurbitaceae>Momordiceae
Gasterosteus,2.622 ,0.900 ,0.475 ,1.895 ,5.81E-02,1.41E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Eupercaria>Perciformes>Cottioidei>Gasterosteales>Gasterosteidae
Paludibaculum,23.134 ,0.900 ,0.438 ,2.054 ,4.00E-02,1.04E-01,Bacteria>Acidobacteria>Acidobacteriia>Bryobacterales>Bryobacteraceae
Immundisolibacter,20.757 ,0.898 ,0.423 ,2.123 ,3.38E-02,9.16E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales>Immundisolibacteraceae
Acetohalobium,5.033 ,0.897 ,0.537 ,1.670 ,9.49E-02,2.05E-01,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae
Notocelia,126.749 ,0.896 ,0.572 ,1.566 ,1.17E-01,2.40E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Apoditrysia>Tortricoidea>Tortricidae>Olethreutinae>Eucosmini
Atopobium,1.231 ,0.895 ,1.212 ,0.738 ,4.60E-01,6.21E-01,Bacteria>Terrabacteria group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae
Sulfobacillus,5.625 ,0.895 ,0.512 ,1.750 ,8.02E-02,1.81E-01,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Clostridiales incertae sedis>Clostridiales Family XVII. Incertae Sedis
Rubrivivax,78.402 ,0.893 ,0.439 ,2.036 ,4.17E-02,1.08E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiales genera incertae sedis
Formica,7.784 ,0.893 ,0.510 ,1.749 ,8.03E-02,1.81E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Aculeata>Formicoidea>Formicidae>Formicinae>Formicini
Catenovulum,37.511 ,0.892 ,0.424 ,2.106 ,3.52E-02,9.48E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae
Candidatus_Puniceispirillum,4.315 ,0.891 ,0.555 ,1.605 ,1.08E-01,2.27E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Alphaproteobacteria incertae sedis>SAR116 cluster
Microcoleus,10.235 ,0.890 ,0.470 ,1.892 ,5.85E-02,1.41E-01,Bacteria>Terrabacteria group>Cyanobacteria/Melainabacteria group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae
Hylaea,62.057 ,0.888 ,0.567 ,1.565 ,1.18E-01,2.40E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Geometroidea>Geometridae>Ennominae
Beta,10.317 ,0.887 ,0.455 ,1.949 ,5.13E-02,1.27E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>Caryophyllales>Chenopodiaceae>Betoideae
Candidatus_Phytoplasma,54.417 ,0.887 ,0.356 ,2.491 ,1.27E-02,4.19E-02,Bacteria>Terrabacteria group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae
Meloidogyne,0.615 ,0.886 ,0.842 ,1.053 ,2.93E-01,4.55E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Tylenchina>Tylenchomorpha>Tylenchoidea>Meloidogynidae>Meloidogyninae
Acyrthosiphon,11.894 ,0.885 ,0.421 ,2.101 ,3.56E-02,9.54E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Paraneoptera>Hemiptera>Sternorrhyncha>Aphidomorpha>Aphidoidea>Aphididae>Aphidinae>Macrosiphini
Camelina,14.361 ,0.885 ,0.501 ,1.768 ,7.71E-02,1.75E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>rosids>malvids>Brassicales>Brassicaceae>Camelineae
Kangiella,51.460 ,0.885 ,0.426 ,2.076 ,3.79E-02,9.98E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae
Liberibacter,14.567 ,0.884 ,0.479 ,1.843 ,6.53E-02,1.54E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae
Aggregatibacter,46.799 ,0.883 ,0.370 ,2.386 ,1.70E-02,5.28E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae
Ginkgo,0.373 ,0.883 ,1.262 ,0.700 ,4.84E-01,6.38E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Acrogymnospermae>Ginkgoopsida>Ginkgoidae>Ginkgoales>Ginkgoaceae
Carica,7.473 ,0.882 ,0.451 ,1.955 ,5.06E-02,1.26E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>rosids>malvids>Brassicales>Caricaceae
Drysdalia,0.566 ,0.878 ,1.944 ,0.452 ,6.51E-01,7.77E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Serpentes>Colubroidea>Elapidae>Notechinae
Tripterygium,10.048 ,0.877 ,0.498 ,1.763 ,7.79E-02,1.77E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>rosids>fabids>Celastrales>Celastraceae
Thermoanaerobacterium,26.201 ,0.877 ,0.412 ,2.131 ,3.31E-02,9.04E-02,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales Family III. Incertae Sedis
Odoribacter,116.039 ,0.877 ,0.436 ,2.013 ,4.41E-02,1.13E-01,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Bacteroidia>Bacteroidales>Odoribacteraceae
Paucimonas,49.963 ,0.877 ,0.472 ,1.858 ,6.31E-02,1.50E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae
Chitiniphilus,0.410 ,0.876 ,0.988 ,0.886 ,3.75E-01,5.40E-01,Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae
Lotus,112.048 ,0.874 ,0.509 ,1.715 ,8.63E-02,1.91E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>rosids>fabids>Fabales>Fabaceae>Papilionoideae>50 kb inversion clade>NPAAA clade>Hologalegina>robinioid clade>Loteae
Plasmodium,221.911 ,0.873 ,0.486 ,1.797 ,7.24E-02,1.66E-01,Eukaryota>Sar>Alveolata>Apicomplexa>Aconoidasida>Haemosporida>Plasmodiidae
Notodonta,65.291 ,0.873 ,0.589 ,1.481 ,1.39E-01,2.70E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Noctuoidea>Notodontidae>Notodontinae
Mycoplasma,169.401 ,0.872 ,0.337 ,2.587 ,9.68E-03,3.34E-02,Bacteria>Terrabacteria group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae
Acidobacterium,11.060 ,0.872 ,0.484 ,1.804 ,7.12E-02,1.64E-01,Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae
Candidatus_Actinomarina,2.780 ,0.872 ,0.757 ,1.152 ,2.49E-01,4.08E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Candidatus Actinomarinidae>Candidatus Actinomarinales>Candidatus Actinomarineae>Candidatus Actinomarinaceae
Procabacter,11.849 ,0.871 ,0.766 ,1.138 ,2.55E-01,4.14E-01,Bacteria>Proteobacteria>Betaproteobacteria>Procabacteriales>Procabacteriaceae
Roseiflexus,9.369 ,0.871 ,0.421 ,2.071 ,3.84E-02,1.01E-01,Bacteria>Terrabacteria group>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexineae>Roseiflexaceae
Septimatrevirus,1.199 ,0.871 ,1.058 ,0.823 ,4.11E-01,5.74E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Siphoviridae
Halorhodospira,12.765 ,0.871 ,0.477 ,1.827 ,6.77E-02,1.58E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae
Lautropia,78.868 ,0.871 ,0.323 ,2.699 ,6.96E-03,2.55E-02,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae
Octopus,21.934 ,0.870 ,0.467 ,1.865 ,6.22E-02,1.48E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Mollusca>Cephalopoda>Coleoidea>Octopodiformes>Octopoda>Incirrata>Octopodidae
Sitophilus,10.921 ,0.868 ,0.479 ,1.814 ,6.97E-02,1.61E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Coleoptera>Polyphaga>Cucujiformia>Curculionoidea>Curculionidae>Dryophthorinae
Metakosakonia,17.169 ,0.866 ,1.130 ,0.766 ,4.44E-01,6.05E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae
Prillingera,1.356 ,0.864 ,2.975 ,0.291 ,7.71E-01,8.57E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Trichosporonales>Trichosporonales incertae sedis
Planktomarina,6.702 ,0.864 ,0.478 ,1.807 ,7.07E-02,1.63E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Monosiga,7.094 ,0.863 ,0.456 ,1.894 ,5.82E-02,1.41E-01,Eukaryota>Opisthokonta>Choanoflagellata>Craspedida>Salpingoecidae
Ooceraea,8.996 ,0.862 ,0.493 ,1.751 ,7.99E-02,1.80E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Aculeata>Formicoidea>Formicidae>Dorylinae
Candidatus_Reidiella,8.658 ,0.862 ,0.501 ,1.720 ,8.53E-02,1.90E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria incertae sedis
Fannyhessea,6.655 ,0.861 ,0.614 ,1.403 ,1.61E-01,2.98E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Actinomycetales>Actinomycetaceae
Osmia,15.536 ,0.861 ,0.472 ,1.824 ,6.81E-02,1.59E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Aculeata>Apoidea>Megachilidae>Megachilinae>Osmiini
Torulaspora,6.573 ,0.858 ,0.441 ,1.944 ,5.18E-02,1.29E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae
Leopoldamys,2754.085 ,0.856 ,0.799 ,1.071 ,2.84E-01,4.46E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Glires>Rodentia>Myomorpha>Muroidea>Muridae>Murinae
Blautia,495.176 ,0.854 ,0.359 ,2.379 ,1.74E-02,5.36E-02,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae
Apotomis,123.021 ,0.854 ,0.581 ,1.470 ,1.41E-01,2.74E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Apoditrysia>Tortricoidea>Tortricidae>Olethreutinae>Olethreutini
Temnothorax,7.505 ,0.854 ,0.489 ,1.745 ,8.10E-02,1.82E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Aculeata>Formicoidea>Formicidae>Myrmicinae>Formicoxenini
